"year","party","contest","ccd","sbd","candidate_issue","totalvotes","election"
"2014","REP","Governor","1",1,"Rick Scott",687,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",488,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",426,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",669,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",1197,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",1139,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",238,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",643,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",390,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",791,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",954,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",284,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",1317,"2014 Governor Election"
"2014","REP","Governor","1",1,"Rick Scott",283,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",1207,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",1484,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",1046,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",838,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",2075,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",2071,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",1485,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",1059,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",1094,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",161,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",1359,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",292,"2014 Governor Election"
"2014","REP","Governor","2",1,"Rick Scott",635,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",964,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",692,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",1216,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",1032,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",1627,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",808,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",567,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",686,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",848,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",915,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",906,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",1766,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",1177,"2014 Governor Election"
"2014","REP","Governor","3",2,"Rick Scott",495,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",454,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",837,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",1201,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",1227,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",382,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",1523,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",1295,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",736,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",1004,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",985,"2014 Governor Election"
"2014","REP","Governor","4",2,"Rick Scott",431,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",924,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",250,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",188,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",747,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",1084,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",876,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",318,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",1903,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",1545,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",1252,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",585,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",1091,"2014 Governor Election"
"2014","REP","Governor","5",3,"Rick Scott",722,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",1501,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",1425,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",1616,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",895,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",1824,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",2317,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",676,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",1881,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",522,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",2094,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",704,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",1395,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",957,"2014 Governor Election"
"2014","REP","Governor","6",3,"Rick Scott",464,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",178,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",91,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",1556,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",227,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",721,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",21,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",98,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",40,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",157,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",207,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",30,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",110,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",363,"2014 Governor Election"
"2014","REP","Governor","7",4,"Rick Scott",65,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",191,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",69,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",412,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",332,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",253,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",16,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",39,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",22,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",29,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",576,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",24,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",28,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",1039,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",1340,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",27,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",49,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",579,"2014 Governor Election"
"2014","REP","Governor","8",4,"Rick Scott",119,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",405,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",44,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",545,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",33,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",358,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",455,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",486,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",587,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",33,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",92,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",266,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",26,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",329,"2014 Governor Election"
"2014","REP","Governor","9",5,"Rick Scott",691,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",106,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",43,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",33,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",48,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",87,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",405,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",364,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",554,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",539,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",627,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",396,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",336,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",428,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",658,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",583,"2014 Governor Election"
"2014","REP","Governor","10",5,"Rick Scott",339,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",335,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",211,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",959,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",791,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",838,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",1707,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",749,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",657,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",1018,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",835,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",305,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",751,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",548,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",525,"2014 Governor Election"
"2014","REP","Governor","11",6,"Rick Scott",954,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",974,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",920,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",484,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",593,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",1221,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",1146,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",264,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",919,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",1240,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",760,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",719,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",1209,"2014 Governor Election"
"2014","REP","Governor","12",6,"Rick Scott",1167,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",1040,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",1048,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",889,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",725,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",993,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",762,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",1234,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",774,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",1039,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",950,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",1155,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",480,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",1643,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",120,"2014 Governor Election"
"2014","REP","Governor","13",7,"Rick Scott",991,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",657,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",854,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",652,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",1272,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",525,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",506,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",171,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",897,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",1101,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",1049,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",2634,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",946,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",878,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",318,"2014 Governor Election"
"2014","REP","Governor","14",7,"Rick Scott",559,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",549,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",870,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",181,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",447,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",692,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",969,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",307,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",407,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",284,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",358,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",549,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",338,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",1200,"2014 Governor Election"
"2014","DEM","Governor","1",1,"Charlie Crist",390,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",486,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",687,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",780,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",275,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",983,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",611,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",909,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",233,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",330,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",47,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",621,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",71,"2014 Governor Election"
"2014","DEM","Governor","2",1,"Charlie Crist",225,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",254,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",334,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",473,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",247,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",778,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",620,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",338,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",257,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",455,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",308,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",301,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",817,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",748,"2014 Governor Election"
"2014","DEM","Governor","3",2,"Charlie Crist",262,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",213,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",631,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",908,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",373,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",384,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",815,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",533,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",477,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",578,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",540,"2014 Governor Election"
"2014","DEM","Governor","4",2,"Charlie Crist",346,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",633,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",227,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",318,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",507,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",395,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",711,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",422,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",981,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",656,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",561,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",363,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",829,"2014 Governor Election"
"2014","DEM","Governor","5",3,"Charlie Crist",413,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",402,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",582,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",655,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",268,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",514,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",706,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",319,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",909,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",262,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",649,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",408,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",638,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",498,"2014 Governor Election"
"2014","DEM","Governor","6",3,"Charlie Crist",183,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",301,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",351,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",986,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",797,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",1226,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",466,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",974,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",366,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",2108,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",1574,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",333,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",463,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",598,"2014 Governor Election"
"2014","DEM","Governor","7",4,"Charlie Crist",588,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",783,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",1309,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",1684,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",652,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",792,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",296,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",601,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",605,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",706,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",93,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",505,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",432,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",1449,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",188,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",632,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",228,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",969,"2014 Governor Election"
"2014","DEM","Governor","8",4,"Charlie Crist",443,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",691,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",1004,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",538,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",1097,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",467,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",223,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",286,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",599,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",445,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",727,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",915,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",425,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",453,"2014 Governor Election"
"2014","DEM","Governor","9",5,"Charlie Crist",806,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",1393,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",1474,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",798,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",1257,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",1694,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",259,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",232,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",891,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",609,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",394,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",154,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",727,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",216,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",819,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",642,"2014 Governor Election"
"2014","DEM","Governor","10",5,"Charlie Crist",409,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",187,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",48,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",481,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",500,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",525,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",937,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",242,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",655,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",192,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",538,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",327,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",422,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",517,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",390,"2014 Governor Election"
"2014","DEM","Governor","11",6,"Charlie Crist",533,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",318,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",385,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",123,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",135,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",730,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",718,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",139,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",600,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",373,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",419,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",547,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",1000,"2014 Governor Election"
"2014","DEM","Governor","12",6,"Charlie Crist",667,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",515,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",449,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",394,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",452,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",516,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",564,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",649,"2014 Governor Election"
"2014","DEM","Governor","13",7,"Charlie Crist",575,"2014 Governor Election"
